,titleabstract,decision
1299,"Comparative efficacy of repetitive nerve stimulation, exercise, and cold in differentiating myotonic disorders The decremental response of the compound muscle action potential (CMAP) to provocative tests is not characterized in genetically verified myotonic disorders. We therefore studied the relationship between decremental responses and mutation type in 10 patients with recessive myotonia congenita (rMC), two with paramyotonia congenita (PMC), nine with myotonic dystrophy type 1 (DM1), four with DM2, and 14 healthy people. CMAPs were measured at rest, just after a short exercise test (SET), and during short, 5- and 10-HZ, repetitive nerve stimulation (RNS) trains at 32 degrees C and at 20 degrees C. The degree of decrement was not related to the severity of clinical myotonia. Controls and PMC patients had similar responses when warm, but with cooling PMC patients had a persistent decrement of CMAPs. In the rMC patients the decremental responses were related to the type of mutation of the CLCN1 gene, as a decrement was encountered in the T268M, R894X, IVS17+1 G>T, K248X, and 2149 del G, but not with the IVS1+3 A>T, F167L, or dominant A313T mutations. In DM1 patients there was no relationship between decrement and CTG repeats. The degree of partial inexcitability in myotonic muscle membrane therefore depends on the mutation type rather than degree of clinical myotonia. RNS at 10 HZ is more sensitive than SET for demonstrating abnormalities in rMC patients when warm; differences are less marked when cold, which is useful to diagnose PMC. Provocative tests are therefore useful in myotonias to demonstrate muscle inexcitability, which depends on the chloride or sodium channelopathy.",Excluded
3423,"Patient-Centered Outcomes Related to Imaging Testing in US Primary Care Background: Imaging tests are one of the most sophisticated types of diagnostic tools used in health care, yet there are concerns that imaging is overused. Currently, tests are typically evaluated and implemented based on their accuracy, and there is limited knowledge about the range of patient-centered outcomes (PCOs) that imaging tests may lead to. This study explores patients' experiences and subsequent outcomes of imaging tests most notable to patients. Method(s): Adult patients from four primary care clinics who had an x-ray, CT, MRI, or ultrasound in the 12 months before recruitment participated in a single semistructured interview to recount their imaging experience. Interview transcripts were analyzed thematically. Result(s): Four themes related to PCOs were identified from 45 interviews. Participants' mean age was 53 years (25-83 years), 30 had undergone a diagnostic imaging test, and 15 underwent imaging for screening or monitoring. Themes included knowledge gained from the imaging test, its contribution to their overall health care journey, physical experiences during the test procedure, and impacts of the testing process on emotions. Conclusion(s): Patients identified various imaging test outcomes that were important to them. Measurement and reporting these outcomes should be considered more often in diagnostic research. Tools for providers and patients to discuss and utilize these outcomes may help promote shared decision making around the use and impact of imaging tests.Copyright © 2018",Excluded
1038,"Radiotherapy for benign head and neck paragangliomas: A 45-year experience BACKGROUND: Paragangliomas of the head and neck are rare, slow-growing, generally benign tumors of neuroendocrine cells associated with the peripheral nervous system that commonly involve the carotid body, jugular bulb, vagal ganglia, and temporal bone. Treatment options include surgery, radiotherapy (RT), stereotactic radiosurgery (SRS), and observation. This article briefly reviews our 45-year institutional experience treating this neoplasm with RT., METHODS: From January 1968 through March 2011, 131 patients with 156 benign paragangliomas of the temporal bone, carotid body, jugular bulb, or glomus vagale were treated with RT at a median dose of 45 Gy in 25 fractions. The mean and median follow-up times were 11.5 years and 8.7 years, respectively., RESULTS: Five tumors (3.2%) recurred locally after RT, all within 10 years of treatment. The overall local control rates at 5 and 10 years were 99% and 96%, respectively. The cause-specific survival rates at 5 and 10 years were 98% and 97%, respectively. The distant-metastasis free survival rates at 5 and 10 years were 99% and 99%, respectively. The overall survival rates at 5 and 10 years were 91% and 72%, respectively. There were no severe complications., CONCLUSION: RT for benign head and neck paragangliomas is a safe and efficacious treatment associated with minimal morbidity. Surgery is reserved for patients in good health whose risk of associated morbidity is low. SRS may be suitable for patients with skull base tumors <3 cm where RT is logistically unsuitable. Observation is a reasonable option for asymptomatic patients with a limited life expectancy.Copyright © 2014 American Cancer Society.",Excluded
1791,"Patterns of failure after postoperative intensity-modulated radiotherapy for locally advanced and recurrent head and neck cancer Objective: To evaluate the feasibility of postoperative intensity-modulated radiotherapy for head and neck cancer by investigating the patterns of failure after this therapy. Method(s): A retrospective chart review was performed. Result(s): Between March 2006 and December 2013, 122 consecutive patients with head and neck squamous cell carcinoma were treated by surgery followed by postoperative intensity-modulated radiotherapy. In regard to the site of the primary tumor, 59 (48%) patients had cancer of the oral cavity, 31 (26%) patients had cancer of the hypopharynx, 14 (11%) patients had cancer of the oropharynx, 10 (8%) patients had cancer of the larynx and 8 (7%) patients had cancer of unknown primary. The median follow-up period of the surviving patients was 54 months (range, 25-115). Concurrent chemotherapy was administered in 76 patients (62%). The median prescribed radiation dose was 66 Gy. The 3-year overall survival, progression-free survival, distant metastasis free survival and loco-regional control rates were 59%, 48%, 52.4% and 71%, respectively. Of the 122 patients, 32 developed loco-regional recurrence as the initial recurrence, including in-field recurrence in 26 patients, marginal recurrence in five patients and out-field recurrence in seven patients. Of the five patients with marginal recurrence, four have had two or more surgeries before the intensity-modulated radiotherapy and three had oral cavity cancer. Severe adverse events were not frequent, occurring at a frequency of <5%, except for mucositis. No severe toxicities associated with the flap reconstruction were observed either. Conclusion(s): Postoperative intensity-modulated radiotherapy appears to be effective and feasible for patients with head and neck squamous cell carcinoma.Copyright © The Author 2016. Published by Oxford University Press. All rights reserved.",Excluded
1458,"Pharmacokinetics and radiation dose of oxygen-15 labelled butanol in rCBF studies in humans In this positron emission tomography (PET) study in humans we determined the pharmacokinetics and radiation dose of oxygen-15 labelled butanol, a recently introduced tracer for regional cerebral blood flow (rCBF). This report includes a description of the automated preparation of 15O-butanol which allows repetitive activation studies, each 15 min apart. Dynamic rCBF studies were extended by prolonged measurements up to 15 min after injection over different organs such as brain, liver, kidneys and bladder. All measurements were done with a whole-body PET camera PC4096-15WB. Based on the pharmacokinetic data in 13 subjects the radiation doses to single organs were calculated according to MIRD pamphlet No. 11 and the effective dose defined by ICRP 60 as an indicator of radiation dose to the total body. The liver received the highest radiation dose of about 2.2 mGy per 1500 MBq of injected 15O-butanol, which is the typical amount of administered tracer in one rCBF measurement. The dose to the kidneys was 1.6 mGy, to the stomach 0.8 mGy, and to the brain 0.16 mGy. The effective dose was 0.54 mGy, which was similar to that of H2(15)O, but lower than the effective dose from C15O2 in amounts typically applied in human rCBF studies.",Excluded
1758,"Which is the preferred modality of renal access for a trainee urologist: Ultrasonography or fluoroscopy? results of a prospective randomized trial Background and Purpose: In percutaneous nephrolithotomy (PCNL), placement of the access tract into the kidney is an important aspect of the procedure and is responsible for the steep learning curve associated with the operation. The aim of the current prospective randomized trial was to assess the duration of radiation exposure along with the safety and efficacy of PCNL done by a trainee, utilizing either ultrasonography (US) or fluoroscopic guidance to obtain access., Patients and Methods: Sixty-four patients with <=3cm renal calculi undergoing single-tract PCNL by trainee urologists (experience of <25 PCNL's) were randomized into US-and fluoroscopic-guided access groups (32 in each). In Group 1 (US guided), puncture was done using a 3.5/5MHz US probe with a puncture attachment, whereas the triangulation technique with biplanar C-arm fluoroscopy was utilized in group 2 (fluoroscopic guided). Patient demographics, stone parameters, intraoperative characteristics, fluoroscopy durations, and postoperative outcomes were analyzed., Results: Both groups were comparable as far as patient and stone characteristics were concerned. The fluoroscopy exposure during the puncture phase (T2) and overall (T) was significantly lower in the US group at 9.0+/-20.8 vs 43.8+/-34.8, (p<0.0001) and 204.3+/-84 vs 239.9+/-77.5, (p=0.04). Six patients in group1 required fluoroscopic adjustment (p=0.03). All other intra-and postoperative parameters were similar in both the groups. Conclusion(s): Both ultrasound and fluoroscopic guidance for renal access are equally safe and feasible in the hands of a trainee urologist. Total fluoroscopy duration and exposure time during puncture were both significantly less in the ultrasound group. Expertise in fluoroscopic-guided access is essential for a novice to effectively achieve access in all possible situations.Copyright © 2014, Mary Ann Liebert, Inc.",Excluded
2772,"Stereotactic body radiation therapy for melanoma and renal cell carcinoma: Impact of single fraction equivalent dose on local control Background: Melanoma and renal cell carcinoma (RCC) are traditionally considered less radioresponsive than other histologies. Whereas stereotactic body radiation therapy (SBRT) involves radiation dose intensification via escalation, we hypothesize SBRT might result in similar high local control rates as previously published on metastases of varying histologies. Method(s): The records of patients with metastatic melanoma (n = 17 patients, 28 lesions) or RCC (n = 13 patients, 25 lesions) treated with SBRT were reviewed. Local control (LC) was defined pathologically by negative biopsy or radiographically by lack of tumor enlargement on CT or stable/declining standardized uptake value (SUV) on PET scan. The SBRT dose regimen was converted to the single fraction equivalent dose (SFED) to characterize the dose-control relationship using a logistic tumor control probability (TCP) model. Additionally, the kinetics of decline in maximum SUV (SUVmax) were analyzed. Result(s): The SBRT regimen was 40-50 Gy/5 fractions (n = 23) or 42-60 Gy/3 fractions (n = 30) delivered to lung (n = 39), liver (n = 11) and bone (n = 3) metastases. Median follow-up for patients alive at the time of analysis was 28.0 months (range, 4-68). The actuarial LC was 88% at 18 months. On univariate analysis, higher dose per fraction (p < 0.01) and higher SFED (p = 0.06) were correlated with better LC, as was the biologic effective dose (BED, p < 0.05). The actuarial rate of LC at 24 months was 100% for SFED >=45 Gy v 54% for SFED <45 Gy. TCP modeling indicated that to achieve >=90% 2 yr LC in a 3 fraction regimen, a prescription dose of at least 48 Gy is required. In 9 patients followed with PET scans, the mean pre-SBRT SUVmax was 7.9 and declined with an estimated half-life of 3.8 months to a post-treatment plateau of approximately 3. Conclusion(s): An aggressive SBRT regimen with SFED >= 45 Gy is effective for controlling metastatic melanoma and RCC. The SFED metric appeared to be as robust as the BED in characterizing dose-response, though additional studies are needed. The LC rates achieved are comparable to those obtained with SBRT for other histologies, suggesting a dominant mechanism of in vivo tumor ablation that overrides intrinsic differences in cellular radiosensitivity between histologic subtypes. © 2011 Stinauer et al; licensee BioMed Central Ltd.",Excluded
2533,"Occupational ionising radiation and risk of basal cell carcinoma in US radiologic technologists (1983-2005) OBJECTIVE: To determine risk for incident basal cell carcinoma from cumulative low-dose ionising radiation in the US radiologic technologist cohort., METHODS: We analysed 65,719 Caucasian technologists who were cancer-free at baseline (1983-1989 or 1994-1998) and answered a follow-up questionnaire (2003-2005). Absorbed radiation dose to the skin in mGy for estimated cumulative occupational radiation exposure was reconstructed for each technologist based on badge dose measurements, questionnaire-derived work history and protection practices, and literature information. Radiation-associated risk was assessed using Poisson regression and included adjustment for several demographic, lifestyle, host and sun exposure factors., RESULTS: Cumulative mean absorbed skin dose (to head/neck/arms) was 55.8 mGy (range 0-1735 mGy). For lifetime cumulative dose, we did not observe an excess radiation-related risk (excess relative risk/Gy=-0.01 (95% CI -0.43 to 0.52). However, we observed that basal cell carcinoma risk was increased for radiation dose received before age 30 (excess relative risk/Gy=0.59, 95% CI -0.11 to 1.42) and before 1960 (excess relative risk/Gy=2.92, 95% CI 1.39 to 4.45)., CONCLUSIONS: Basal cell carcinoma risk was unrelated to low-dose radiation exposure among radiologic technologists. Because of uncertainties in dosimetry and sensitivity to model specifications, both our null results and our findings of excess risk for dose received before age 30 and exposure before 1960 should be interpreted with caution. Copyright Published by the BMJ Publishing Group Limited. For permission to use (where not already granted under a licence) please go to http://www.bmj.com/company/products-services/rights-and-licensing/",Included
1440,"Magnetization transfer attenuation of creatine resonances in localized proton MRS of human brain in vivo To assess putative magnetization transfer effects on the proton resonances of cerebral metabolites in human brain, we performed quantitative proton magnetic resonance spectroscopy (2.0 T, STEAM, TR/TE/TM = 6000/40/10 ms, LCModel data evaluation) of white matter (7.68 mL, 10 healthy young subjects) in the absence and presence of fast repetitive off-resonance irradiation (2.1 kHz from the water resonance) using a train of 100 Gaussian-shaped RF pulses (12.8 ms duration, 120 Hz nominal bandwidth, 40 ms repetition period, 1080 degrees nominal flip angle). A comparison of pertinent metabolite concentrations revealed a magnetization transfer attenuation factor of the methyl and methylene resonances of creatine and phosphocreatine of 0.87 +/- 0.05 (p < 0.01). No attenuation was observed for the resonances of N-acetylaspartate and N-acetylaspartylglutamate, glutamate and glutamine, choline-containing compounds, and myo-inositol. The finding for total creatine is in excellent agreement with data reported for rat brain. The results are consistent with the hypothesis of a chemical exchange of mobile creatine or phosphocreatine molecules with a small immobilized or 'bound' pool. Copyright 1999 John Wiley & Sons, Ltd.",Excluded
2541,"Long-term results of radiation therapy for pituitary adenoma Purpose. Local control for pituitary adenomas treated with external beam radiation therapy was retrospectively analyzed to evaluate the efficacy of radiation. Materials and methods. Thirty-eight patients treated with radiation therapy between 1979 and 1994 were analyzed. The median age was 46. Nineteen newly diagnosed tumors were treated with surgery and radiation therapy, while the others were recurrent cases. Twenty-two tumors were non-functioning, while 10 produced growth hormone (GH) and three each were prolactin-, and adrenocorticotropic hormone (ACTH)-producing tumors. The median radiation dose was 50 Gy in 25 fractions. Results. Non-functioning adenomas and prolactin-producing adenomas were completely controlled, judging from the absence of tumor progression on neuroimaging studies and clinical symptoms, and normalization of the serum prolactin level (< 25 ng/ml). On the other hand, local control was obtained in only one of the 3 patients with ACTH-producing adenomas, and the control rate at 10 years was only 46% for GH-producing adenomas. Panhypopituitarism developed in 35% of the patients after radiation therapy. No other serious complications were noted. Conclusion. Non-functioning pituitary adenomas and prolactin-producing adenomas were well controlled with external radiation therapy combined with surgery. However, dose escalation might be necessary to control GH- or ACTH-producing tumors. It is important to replace corticosteroid hormone and thyroid hormone in many patients.",Excluded
1248,"Outcomes of stereotactic radiosurgery for foramen magnum meningiomas: an international multicenter study OBJECTIVE Meningiomas are the most common benign extramedullary lesions of the foramen magnum; however, their optimal management remains undefined. Given their location, foramen magnum meningiomas (FMMs) can cause significant morbidity, and complete microsurgical removal can be challenging. Anterior and anterolateral FMMs carry greater risks with surgery, but they comprise the majority of these lesions. As an alternative to resection, stereotactic radiosurgery (SRS) has been used to treat FMMs in small case series. To more clearly define the outcomes of SRS and to delineate a rational management paradigm for these lesions, the authors analyzed the safety and efficacy of SRS for FMM in an international multicenter trial. METHODS Seven medical centers participating in the International Gamma Knife Research Foundation (IGKRF) provided data for this retrospective cohort study. Patients who were treated with Gamma Knife radiosurgery and whose clinical and radiological follow-up was longer than 6 months were eligible for study inclusion. Data from pre- and post-SRS radiological and clinical evaluations were analyzed. Stereotactic radiosurgery treatment variables were recorded. RESULTS Fifty-seven patients (39 females and 18 males, with a median age of 64 years) met the study inclusion criteria. Thirty-two percent had undergone prior microsurgical resection. Patients most frequently presented with cranial neuropathy (39%), headache (35%), numbness (32%), and ataxia (30%). Median pre-SRS tumor volume was 2.9 cm3. Median SRS margin dose was 12.5 Gy (range 10-16 Gy). At the last follow-up after SRS, 49% of tumors were stable, 44% had regressed, and 7% had progressed. Progression-free survival rates at 5 and 10 years were each 92%. A greater margin dose was associated with a significantly increased likelihood of tumor regression, with 53% of tumors treated with > 12 Gy regressing. Fifty-two percent of symptomatic patients noted some clinical improvement. Adverse radiation effects were limited to hearing loss and numbness in 1 patient (2%). CONCLUSIONS Stereotactic radiosurgery for FMM frequently results in tumor control or tumor regression, as well as symptom improvement. Margin doses > 12 Gy were associated with increased rates of tumor regression. Stereotactic radiosurgery was generally safe and well tolerated. Given its risk-benefit profile, SRS may be particularly useful in the management of small- to moderate-volume anterior and anterolateral FMMs.",Excluded
1779,"Radiotherapy of Primary or Recurrent Bladder Cancer in the Very Elderly AIM: The number of very elderly patients with cancer is growing and requires particular attention. The role of organ-sparing irradiation in patients with bladder cancer aged >=80 years was investigated., PATIENTS AND METHODS: In 29 very elderly (>=80 years) patients irradiated for bladder cancer, 12 characteristics were analysed for survival: indication, gender, age, Karnofsky performance score (KPS), T-/N-category, tumour grade, pack years, smoking during irradiation, radiation dose, interruption of irradiation >5 days and concurrent chemotherapy., RESULTS: On univariate analysis, primary treatment (p=0.001), KPS >70 (p=0.026) and not smoking during radiotherapy (p<0.001) were associated with better survival. A strong trend for such association was observed for female gender (p=0.054), <40 pack years (p=0.064) and concurrent chemotherapy (p=0.061), and a trend for no interruption of irradiation (p=0.09). On multivariate analysis, primary treatment (p=0.006) and not smoking during radiotherapy (p=0.038) maintained significance., CONCLUSION: Very elderly patients irradiated for bladder cancer may benefit from concurrent chemotherapy. Smoking during irradiation and interruptions of irradiation should be avoided. Copyright© 2017, International Institute of Anticancer Research (Dr. George J. Delinasios), All rights reserved.",Excluded
1938,"[Simultaneous radiochemotherapy and endoluminal HDR brachytherapy in esophageal cancer] PURPOSE: To study efficacy and toxicity of radiochemotherapy in esophageal cancer including initial endoluminal high-dose-rate brachytherapy (HDR-BT)., PATIENTS AND METHODS: Between 01/1995 and 06/2005, 61 patients with esophageal cancer were treated preoperatively with definitive and palliative intent. Treatment started with intraluminal HDR-BT for recanalization of the esophagus (single fraction size of 8 Gy in 0.5 cm depth, three times, q7d) followed by external-beam radiation therapy (50 Gy total dose, 5 x 2 Gy/week, 25 fractions in 5 weeks). Chemotherapy was started simultaneously with external irradiation (three courses of cisplatin and 5-fluorouracil, q21d)., RESULTS: Swallowing function improved in 55/61 patients (dysphagia classification according to the RTOG), and worsened in 6/61 patients, respectively. Median duration of symptomatic improvement was 11 months, median follow-up 12 months (range 3-68 months). Following simultaneous radiochemotherapy, tumor resectability was achieved in 7/25 patients of the neoadjuvant group, and the histological specimen showed complete remission in 6/7 patients., CONCLUSION: These results indicate a favorable effect of simultaneous radiochemotherapy starting with endoluminal HDR-afterloading-( AL-)BT in esophageal cancer.",Excluded
2829,"Melanocortin 1 Receptor-Targeted alpha-Particle Therapy for Metastatic Uveal Melanoma New effective therapies are greatly needed for metastatic uveal melanoma, which has a very poor prognosis with a median survival of less than 1 y. The melanocortin 1 receptor (MC1R) is expressed in 94% of uveal melanoma metastases, and a MC1R-specific ligand (MC1RL) with high affinity and selectivity for MC1R was previously developed. Methods: The 225Ac-DOTA-MC1RL conjugate was synthesized in high radiochemical yield and purity and was tested in vitro for biostability and for MC1R-specific cytotoxicity in uveal melanoma cells, and the lanthanum-DOTA-MC1RL analog was tested for binding affinity. Non-tumor-bearing BALB/c mice were tested for maximum tolerated dose and biodistribution. Severe combined immunodeficient mice bearing uveal melanoma tumors or engineered MC1R-positive and -negative tumors were studied for biodistribution and efficacy. Radiation dosimetry was calculated using mouse biodistribution data and blood clearance kinetics from Sprague-Dawley rat data. Results: High biostability, MC1R-specific cytotoxicity, and high binding affinity were observed. Limiting toxicities were not observed at even the highest administered activities. Pharmacokinetics and biodistribution studies revealed rapid blood clearance (<15 min), renal and hepatobillary excretion, MC1R-specific tumor uptake, and minimal retention in other normal tissues. Radiation dosimetry calculations determined pharmacokinetics parameters and absorbed alpha-emission dosages from 225Ac and its daughters. Efficacy studies demonstrated significantly prolonged survival and decreased metastasis burden after a single administration of 225Ac-DOTA-MC1RL in treated mice relative to controls. Conclusion: These results suggest significant potential for the clinical translation of 225Ac-DOTA-MC1RL as a novel therapy for metastatic uveal melanoma. Copyright © 2019 by the Society of Nuclear Medicine and Molecular Imaging.",Excluded
3390,"Percutaneous argon-helium cryoablation for small hepatocellular carcinoma located adjacent to a major organ or viscus: A retrospective study of 92 patients at a single center Background: Cryoablation of hepatocellular carcinoma (HCC) close to major organs or viscus is challenging because it can cause complications. This retrospective study aimed to investigate the safety and efficacy of percutaneous argon-helium cryoablation of small HCC located adjacent to major organs or viscus. Material/Methods: Ninety-two patients who underwent percutaneous argon-helium cryoablation between February 2012 and December 2018 at the Fifth Medical Center of the Chinese People's Liberation Army General Hospital were included. Treatment efficacy was evaluated by magnetic resonance imaging or triphasic computed tomography scan within 1 week after each cryoablation procedure. Local tumor progression, distant recurrence, and overall survival were analyzed using the Kaplan-Meier method and log-rank test. Result(s): A total of 92 patients with small HCC located adjacent to major organs or viscus who underwent cryoablation were retrospectively reviewed. The number of patients with tumors adjacent to the gallbladder, portal or hepatic vein, diaphragm, stomach, heart, and intestine was 22, 1, 39, 6, 8, and 16, respectively. Cumulative local tumor progression rates at 1 and 2 years were 2.8% and 7.3%, respectively. Cumulative distant recurrence rates at 1, 2, and 3 years were 11.1%, 17.6%, and 20.7%, respectively. The overall survival rates at 1, 2, and 4 years were 100%, 93.6%, and 74.9%, respectively. Major complications were observed in 5 (5.4%) patients. Minor complications were observed in 85 (92.4%) patients. Conclusion(s): This experience from a single center showed that percutaneous argon-helium cryoablation was safe and effective in the management of small HCC that is located adjacent to major organs or viscus.Copyright © 2021 International Scientific Information, Inc.. All rights reserved.",Excluded
2517,"The risk of level IB nodal involvement in oropharynx cancer: Guidance for submandibular gland sparing irradiation Purpose Xerostomia remains a common side effect of head and neck irradiation. Conflicting data exist regarding the likelihood of level IB involvement for patients with oropharyngeal squamous cell cancer (OPSCC), and data are limited on this risk in patients with human papillomavirus-positive disease. This study examined surgically treated OPSCC to determine the risk of pathologic level IB nodal involvement and to identify a cohort of patients in whom ipsilateral level IB radiation therapy may be safely omitted. Methods and materials A total of 102 submandibular nodal dissections were identified (92 ipsilateral and 10 contralateral) in 92 patients from 2010 to 2016 in those undergoing primary surgical treatment and dissection of ipsilateral level IB lymph nodes. Radiographically positive cases were excluded. Retrospective chart review was used for data collection, and the rate of pathologic level IB involvement was determined. Results The ipsilateral level IB nodal station had negative imaging and pathologically positive nodes at rates of 4.3% in OPSCC and 5.3% in human papillomavirus-positive OPSCC. Positive node burden in the ipsilateral neck at stations other than IB appeared to correlate with the risk of pathologic positive IB (pIB+) nodes: 50% of pathologically IB-negative patients had 2 or more positive nodes versus 75% of pIB+ patients who had 4 or more positive nodes. Conclusions Our data indicate a low risk of pathologic level IB involvement in early-stage OPSCC. High positive node burden in stations near level IB may be associated with a higher chance of pathologic level IB involvement.Copyright © 2017 American Society for Radiation Oncology",Excluded
3144,"Predicting late effects of pelvic radiotherapy: is there a better approach? PURPOSE: Significant chronic symptoms following pelvic radiotherapy occur more frequently than commonly realized. Predictive factors for the development of late symptoms are poorly defined. Moderate sustained acute (cumulative) toxicity might predict severe late effects better than peak reaction., METHODS AND MATERIALS: To determine prospectively whether peak or cumulative gastrointestinal (GI) acute symptoms better predict late symptoms in patients receiving pelvic radiotherapy. Symptom scores were measured weekly from the start of radiotherapy, and at 1 year using the Modified Inflammatory Bowel Disease Questionnaire-Bowel subset. The possible prognostic impact of patient-related factors was explored., RESULTS: Three hundred and eight patients were recruited. 100 were excluded due to lack of follow-up data at one year resulting from death, too ill, stoma, relapsed, non-response or withdrawal. A further 15 were excluded for incomplete data, leaving 193 patients with evaluable data. Of these, 28 had GI, 101 urological, and 64 gynecological cancers. Patients' median age was 65 years (range, 23-82), and they were treated with median 60 Gy dose for a median of 6 weeks. Univariate analysis revealed a significant association between cumulative acute symptom scores and scores at 1 year (p < 0.001), which was dose-independent (p < 0.001). Acute peak and 1-year scores were not associated (p = 0.431). The correlation coefficient between cumulative acute symptoms and symptoms at 1 year was 0.367 and for peak acute symptoms was weaker at 0.057. Patients with an abnormal body mass index and current smokers were more likely to experience worse symptoms at 1 year., CONCLUSION: Cumulative acute symptoms are more predictive of late symptoms than peak acute changes in score. This association is independent of the radiotherapy dose delivered and is suggestive of a consequential late effect. Copyright © 2010 Elsevier Inc. All rights reserved.",Excluded
2967,"Antiemetic therapy of fosaprepitant, palonosetron, and dexamethasone combined with cisplatin-based chemotherapy for head and neck carcinomas Conclusion: Concomitant antiemetic therapy comprising fosaprepitant, palonosetron, and dexamethasone is effective for head and neck carcinoma. Objective(s): A patient diary was constructed to determine the effectiveness of concomitant antiemetic therapy with a neurokinin-1 receptor antagonist (fosaprepitant), 5-hydroxytryptamine receptor antagonist (palonosetron), and dexamethasone in accordance with guidelines. Method(s): Subjects comprised 41 patients who received 71 courses of chemotherapy, along with fosaprepitant, palonosetron, and dexamethasone. A patient diary was compiled concerning the presence/absence of vomiting, vomiting episodes, presence/absence of rescue therapy, food intake, presence/absence of nausea, and general condition. Result(s): The frequency of the primary end point of complete response in the overall phase was 69.0%. The proportion of patients with no vomiting in the overall phase was 90.1%. In the acute phase, the proportion of no nausea and slight nausea together was 91.5%, no change in and slightly reduced food intake together was 87.3%, and the proportion of good general condition and relatively good general condition was 85.9%. In the delayed phase, the proportion of no nausea and slight nausea together was 56.3%, no change in and slightly reduced food intake together was 43.7%, and the proportion of good general condition and relatively good general condition together was 53.5%.Copyright © 2014 Informa Healthcare.",Excluded
489,"Hyperparathyroidism after thyroid surgery and autotransplantation of histologically normal parathyroid glands BACKGROUND: Parathyroid autotransplantation is a well-established method to prevent hypoparathyroidism during parathyroid and thyroid operations. The reported success rate of parathyroid autotransplantation ranges from 75% to 100%. Recurrent hyperparathyroidism may develop after parathyroid autotransplantation, especially after the transplantation of hyperplastic or adenomatous parathyroid tissue. Hyperparathyroidism recurs most frequently after subtotal parathyroidectomy or total parathyroidectomy and autotransplantation, in patients with renal failure and secondary hyperparathyroidism, and in patients with familial primary hyperparathyroidism or MEN I or MEN II syndrome. We report three patients who experienced primary hyperparathyroidism after autotransplantation of normal parathyroid tissue during thyroid operations (two patients) or after a long period of hypoparathyroidism., STUDY DESIGN: We reviewed our records from 1983 to May 1998 and identified three patients in whom hyperparathyroidism developed after thyroid operations., RESULTS: One patient had a thyroidectomy with left modified radical neck dissection for papillary thyroid cancer, followed by radioiodine ablative therapy. Two patients had thyroid operations for benign thyroid disease. One of these patients had a history of radiation exposure for acne, and in the other one secondary hyperparathyroidism arose 6 years after a thyroidectomy for hyperthyroidism., CONCLUSIONS: Our study documents that hyperparathyroidism may develop after autotransplantation of histologically normal parathyroid tissue and after a period of hypoparathyroidism after thyroid operations. For this reason, it is important to mark the site of the parathyroid transplantation.",Excluded
